timestamp,source,label,count,bboxes
2025-09-09T22:59:11.413117,0,No face detected,0,[]
2025-09-09T22:59:11.488720,0,Single face detected,1,"[(203, 267, 135, 135)]"
2025-09-09T22:59:11.528571,0,No face detected,0,[]
2025-09-09T22:59:11.640208,0,Single face detected,1,"[(204, 262, 143, 143)]"
2025-09-09T22:59:11.678377,0,No face detected,0,[]
2025-09-09T22:59:11.717751,0,Single face detected,1,"[(204, 264, 139, 139)]"
2025-09-09T22:59:11.756445,0,No face detected,0,[]
2025-09-09T22:59:11.868597,0,Single face detected,1,"[(206, 271, 125, 125)]"
2025-09-09T22:59:11.905466,0,No face detected,0,[]
2025-09-09T22:59:11.946752,0,Single face detected,1,"[(203, 257, 142, 142)]"
2025-09-09T22:59:12.420547,0,No face detected,0,[]
2025-09-09T22:59:12.583450,0,Single face detected,1,"[(224, 210, 178, 178)]"
2025-09-09T22:59:13.464190,0,No face detected,0,[]
2025-09-09T22:59:13.515079,0,Single face detected,1,"[(171, 204, 164, 164)]"
2025-09-09T22:59:14.665324,0,No face detected,0,[]
2025-09-09T22:59:16.157619,0,Single face detected,1,"[(172, 218, 167, 167)]"
2025-09-09T22:59:16.349668,0,No face detected,0,[]
2025-09-09T22:59:17.324399,0,Single face detected,1,"[(200, 224, 165, 165)]"
2025-09-09T22:59:17.513300,0,No face detected,0,[]
2025-09-09T22:59:26.471817,0,Single face detected,1,"[(164, 188, 173, 173)]"
2025-09-09T22:59:26.903343,0,No face detected,0,[]
2025-09-09T22:59:27.369712,0,Single face detected,1,"[(209, 195, 157, 157)]"
2025-09-09T22:59:27.432986,0,No face detected,0,[]
2025-09-09T22:59:37.236658,0,Single face detected,1,"[(207, 208, 170, 170)]"
2025-09-09T22:59:37.637619,0,No face detected,0,[]
2025-09-09T22:59:44.912577,0,Single face detected,1,"[(360, 418, 53, 53)]"
2025-09-09T22:59:44.984663,0,No face detected,0,[]
2025-09-09T22:59:45.212112,0,Single face detected,1,"[(437, 414, 59, 59)]"
2025-09-09T22:59:45.347831,0,No face detected,0,[]
2025-09-09T22:59:47.081103,0,Single face detected,1,"[(168, 91, 197, 197)]"
2025-09-09T22:59:47.176453,0,No face detected,0,[]
